Id,SalePrice
1461,123341.67
1462,148668.89
1463,184229.36
1464,186105.97
1465,189283.06
1466,175300.11
1467,175624.38
1468,175242.47
1469,183773.03
1470,117906.84
1471,187994.47
1472,95988.4
1473,99737.19
1474,151330.77
1475,130820.79
1476,334201.16
1477,264684.1
1478,281607.78
1479,172559.56
1480,539190.2
1481,296152.4
1482,205437.95
1483,156400.86
1484,163306.45
1485,164714.81
1486,188824.78
1487,298465.6
1488,240417.16
1489,211383.92
1490,190352.97
1491,179505.17
1492,95936.03
1493,174953.12
1494,277221.7
1495,318887.12
1496,252904.83
1497,179877.61
1498,162071.11
1499,152324.78
1500,152037.25
1501,185118.4
1502,156033.44
1503,287564.3
1504,220426.78
1505,216743.83
1506,189823.86
1507,255903.0
1508,204032.84
1509,158792.53
1510,142282.52
1511,142521.56
1512,162889.47
1513,162099.83
1514,202662.62
1515,204763.34
1516,156587.17
1517,149651.62
1518,133501.52
1519,225989.7
1520,133957.56
1521,145619.2
1522,173596.89
1523,111877.664
1524,121648.58
1525,123367.15
1526,130899.766
1527,93754.33
1528,138525.33
1529,136315.73
1530,188272.28
1531,104019.6
1532,102157.43
1533,146767.53
1534,121464.414
1535,155092.16
1536,112799.63
1537,53255.945
1538,181985.81
1539,203610.98
1540,110272.67
1541,170809.31
1542,142168.06
1543,239256.75
1544,85393.03
1545,122567.89
1546,130120.04
1547,140105.75
1548,137696.66
1549,113872.91
1550,155552.34
1551,109181.49
1552,145293.2
1553,151472.3
1554,113011.664
1555,169140.6
1556,90605.445
1557,97858.79
1558,96728.91
1559,90916.73
1560,147189.08
1561,130971.516
1562,121875.28
1563,116134.62
1564,161021.6
1565,146738.81
1566,235967.12
1567,81121.69
1568,230701.58
1569,133094.34
1570,129948.305
1571,137179.64
1572,155258.12
1573,233888.08
1574,81909.26
1575,220512.28
1576,212120.22
1577,207316.03
1578,145869.16
1579,147661.42
1580,194574.28
1581,151888.77
1582,126774.086
1583,376170.44
1584,222825.56
1585,139057.9
1586,88706.14
1587,97200.48
1588,142920.9
1589,113823.25
1590,129160.74
1591,90768.164
1592,116301.16
1593,132530.53
1594,140223.0
1595,103260.61
1596,227955.6
1597,170332.92
1598,195834.52
1599,170342.06
1600,151018.03
1601,69580.71
1602,122321.54
1603,100282.734
1604,267726.97
1605,232440.06
1606,172295.86
1607,144733.78
1608,216088.48
1609,189266.44
1610,162435.47
1611,148243.36
1612,178656.33
1613,160254.23
1614,133777.89
1615,84172.05
1616,76524.46
1617,83460.99
1618,128937.52
1619,132588.45
1620,161168.25
1621,131840.03
1622,137419.38
1623,317063.7
1624,233156.16
1625,124401.54
1626,175241.84
1627,187202.2
1628,304427.2
1629,180770.48
1630,404798.72
1631,228317.62
1632,253692.28
1633,175868.42
1634,181138.55
1635,178785.23
1636,146970.67
1637,170952.98
1638,212194.22
1639,180090.8
1640,265792.5
1641,167042.31
1642,230293.0
1643,202744.17
1644,212799.42
1645,196244.05
1646,152687.31
1647,159024.78
1648,138048.05
1649,142799.47
1650,120765.15
1651,122684.59
1652,92548.06
1653,99414.6
1654,151275.12
1655,150844.45
1656,146754.81
1657,149988.98
1658,148115.62
1659,153927.12
1660,152203.27
1661,523930.12
1662,458713.8
1663,382983.2
1664,403094.94
1665,297178.0
1666,325402.28
1667,339892.88
1668,345101.75
1669,298943.22
1670,331858.94
1671,283421.94
1672,528192.6
1673,298252.38
1674,261564.7
1675,180072.67
1676,194803.33
1677,222049.5
1678,468247.12
1679,456684.72
1680,347737.88
1681,272498.1
1682,302928.28
1683,180545.55
1684,175243.62
1685,182622.47
1686,173285.2
1687,172708.95
1688,183630.39
1689,185743.89
1690,188075.66
1691,176527.3
1692,266277.72
1693,176565.92
1694,187780.89
1695,168008.52
1696,260776.23
1697,171602.38
1698,413739.4
1699,367225.16
1700,248052.56
1701,260603.38
1702,270143.6
1703,249914.03
1704,311812.1
1705,237974.16
1706,456912.38
1707,231246.3
1708,228182.56
1709,276628.16
1710,220663.83
1711,251961.1
1712,201360.69
1713,274041.0
1714,218833.78
1715,203463.28
1716,192277.52
1717,170702.03
1718,131219.56
1719,189489.05
1720,243084.0
1721,159143.58
1722,121809.76
1723,157045.25
1724,218606.69
1725,231139.94
1726,205908.27
1727,169848.58
1728,177860.33
1729,165446.78
1730,152376.5
1731,132464.67
1732,134135.89
1733,119758.11
1734,121086.51
1735,134267.7
1736,113610.08
1737,427928.72
1738,205149.92
1739,308884.78
1740,233748.58
1741,199268.47
1742,183142.1
1743,176350.11
1744,300839.62
1745,241790.78
1746,248991.5
1747,222712.1
1748,221977.97
1749,150564.83
1750,140491.6
1751,218827.36
1752,120231.19
1753,136441.73
1754,213917.56
1755,159869.28
1756,132720.4
1757,123892.97
1758,148417.27
1759,174054.27
1760,167293.84
1761,142775.62
1762,161844.22
1763,170872.73
1764,119907.17
1765,174401.78
1766,164199.77
1767,210299.61
1768,146396.88
1769,173573.88
1770,155488.62
1771,143486.8
1772,141056.94
1773,125638.86
1774,126803.48
1775,141085.78
1776,112743.914
1777,118059.03
1778,139093.84
1779,122857.58
1780,176632.77
1781,139329.12
1782,96475.96
1783,124956.29
1784,99722.21
1785,117853.516
1786,150039.58
1787,168188.27
1788,46363.79
1789,87639.25
1790,86053.47
1791,158161.67
1792,165700.58
1793,131436.5
1794,142822.81
1795,136605.66
1796,115740.77
1797,119977.73
1798,124828.516
1799,117492.86
1800,119315.08
1801,142495.56
1802,169011.75
1803,156127.58
1804,139314.52
1805,135520.83
1806,114633.44
1807,131276.53
1808,120128.45
1809,125411.68
1810,157614.02
1811,113672.23
1812,102379.28
1813,116077.58
1814,99613.28
1815,49847.418
1816,89655.96
1817,129558.48
1818,114104.54
1819,118681.87
1820,66486.836
1821,119682.8
1822,180569.44
1823,45060.15
1824,129099.125
1825,129833.91
1826,90951.16
1827,113237.85
1828,145214.61
1829,109563.31
1830,149592.11
1831,151101.2
1832,113310.66
1833,138274.8
1834,98981.445
1835,116241.15
1836,127606.85
1837,107088.57
1838,142574.75
1839,72885.08
1840,178147.16
1841,153825.98
1842,82534.36
1843,137405.47
1844,140103.17
1845,127560.51
1846,143305.86
1847,143460.23
1848,61677.02
1849,138916.3
1850,121694.65
1851,157987.2
1852,137252.53
1853,129135.31
1854,163488.17
1855,141605.73
1856,238322.55
1857,150718.88
1858,136459.55
1859,118890.625
1860,147518.89
1861,118890.625
1862,273602.75
1863,272895.44
1864,272895.44
1865,311219.53
1866,338531.44
1867,259227.66
1868,321572.4
1869,219553.44
1870,263164.28
1871,243001.94
1872,160645.67
1873,230046.81
1874,148610.14
1875,195174.98
1876,195485.78
1877,211922.47
1878,215813.9
1879,134901.22
1880,133697.16
1881,243898.44
1882,261147.7
1883,193761.86
1884,221642.02
1885,273052.94
1886,310234.25
1887,202827.4
1888,290080.3
1889,160534.17
1890,134182.23
1891,140828.94
1892,97811.14
1893,133508.0
1894,130020.84
1895,136144.95
1896,119083.016
1897,117444.305
1898,116927.23
1899,153856.84
1900,143115.69
1901,180291.36
1902,104903.945
1903,222837.97
1904,157346.86
1905,186784.67
1906,181491.47
1907,206002.58
1908,124951.57
1909,141692.38
1910,124742.91
1911,221991.89
1912,299126.12
1913,145129.89
1914,63471.32
1915,301689.22
1916,51478.723
1917,262659.53
1918,142030.22
1919,159123.98
1920,149908.22
1921,453237.28
1922,309456.38
1923,220311.53
1924,213414.03
1925,212422.67
1926,385900.34
1927,132410.62
1928,160851.06
1929,129442.12
1930,133666.19
1931,134248.2
1932,136315.36
1933,187824.78
1934,174464.75
1935,174708.84
1936,184231.22
1937,182249.16
1938,175269.9
1939,253867.02
1940,199796.0
1941,180082.47
1942,199806.23
1943,195890.98
1944,320028.56
1945,408915.78
1946,185505.9
1947,325816.44
1948,163280.44
1949,248337.72
1950,183120.2
1951,279667.94
1952,230259.62
1953,154296.03
1954,187596.5
1955,122448.71
1956,246277.05
1957,164145.17
1958,324351.06
1959,136949.38
1960,121635.65
1961,123373.836
1962,98118.98
1963,104522.02
1964,116787.24
1965,154077.3
1966,154405.03
1967,288699.3
1968,442693.2
1969,421312.7
1970,496926.78
1971,456379.7
1972,386858.0
1973,252938.88
1974,324268.62
1975,411630.03
1976,281137.9
1977,357875.03
1978,398949.72
1979,339557.22
1980,194928.83
1981,343642.7
1982,255156.48
1983,204843.84
1984,167958.38
1985,206109.7
1986,206810.22
1987,161641.9
1988,178930.44
1989,196034.38
1990,214351.69
1991,257115.61
1992,223286.83
1993,160191.05
1994,228001.38
1995,183219.45
1996,252504.84
1997,276956.12
1998,375997.1
1999,253351.61
2000,316201.53
2001,262640.66
2002,237226.7
2003,225376.42
2004,262736.78
2005,247160.22
2006,240596.94
2007,258066.34
2008,227627.6
2009,197383.92
2010,192354.73
2011,137300.36
2012,164670.81
2013,186080.8
2014,184692.9
2015,195472.77
2016,196887.84
2017,198387.4
2018,123201.02
2019,134153.88
2020,111017.56
2021,113637.46
2022,200248.73
2023,135852.22
2024,246989.08
2025,359796.16
2026,173677.39
2027,151275.72
2028,149082.31
2029,183701.58
2030,278358.22
2031,244871.44
2032,278771.3
2033,280679.12
2034,159220.45
2035,213216.4
2036,185879.11
2037,201513.86
2038,334442.12
2039,224548.69
2040,397625.62
2041,278561.3
2042,199867.52
2043,168421.36
2044,193556.52
2045,211647.44
2046,135959.33
2047,145049.02
2048,144604.02
2049,133204.6
2050,184268.23
2051,111395.68
2052,145425.64
2053,142261.8
2054,98611.12
2055,153447.38
2056,135985.7
2057,125799.1
2058,238630.5
2059,102097.85
2060,161843.16
2061,184699.3
2062,132816.3
2063,108158.46
2064,133775.2
2065,132575.38
2066,174023.06
2067,123225.805
2068,122580.16
2069,95252.9
2070,121799.8
2071,80957.86
2072,135770.2
2073,127672.21
2074,194324.14
2075,149958.19
2076,127952.42
2077,150489.19
2078,126086.414
2079,134268.8
2080,120202.86
2081,113682.28
2082,146009.97
2083,147056.39
2084,111246.266
2085,128010.93
2086,138670.23
2087,120292.84
2088,96695.21
2089,77865.12
2090,126864.625
2091,132414.95
2092,147864.88
2093,135770.52
2094,133577.12
2095,141061.9
2096,69786.0
2097,102068.29
2098,150777.17
2099,50382.836
2100,102419.28
2101,134200.97
2102,127214.766
2103,104254.41
2104,133537.45
2105,138409.81
2106,70796.4
2107,265701.7
2108,130802.41
2109,118599.28
2110,131215.03
2111,154884.36
2112,143273.97
2113,120694.805
2114,89328.734
2115,152748.62
2116,120559.984
2117,166728.56
2118,117635.96
2119,110444.54
2120,108496.164
2121,81390.484
2122,86053.734
2123,90232.98
2124,171874.33
2125,134690.2
2126,158958.89
2127,165952.56
2128,137288.19
2129,100273.484
2130,150104.66
2131,180265.27
2132,108776.586
2133,101854.91
2134,124689.29
2135,84363.305
2136,74518.45
2137,121191.34
2138,133791.45
2139,156259.67
2140,146701.33
2141,137725.31
2142,122279.36
2143,143570.86
2144,88024.945
2145,137372.64
2146,134589.97
2147,135086.11
2148,121271.3
2149,147327.77
2150,250047.08
2151,115555.23
2152,187864.75
2153,166934.03
2154,104393.17
2155,148882.47
2156,241940.0
2157,241733.53
2158,235500.22
2159,204772.36
2160,161423.27
2161,250084.12
2162,394151.5
2163,345537.28
2164,259709.0
2165,178632.97
2166,166630.8
2167,202430.4
2168,217627.88
2169,190504.55
2170,236749.72
2171,124005.086
2172,131672.4
2173,168278.64
2174,230622.69
2175,317017.84
2176,365360.72
2177,260587.4
2178,208058.69
2179,141112.47
2180,209987.86
2181,193384.8
2182,236246.5
2183,193740.95
2184,131381.28
2185,102636.08
2186,137692.97
2187,152203.3
2188,155133.62
2189,190793.67
2190,83976.73
2191,93069.59
2192,97384.27
2193,101454.14
2194,109438.98
2195,108447.77
2196,110654.27
2197,110780.32
2198,158390.61
2199,147998.36
2200,144723.31
2201,150912.77
2202,232197.62
2203,161623.62
2204,178067.66
2205,114617.69
2206,148024.53
2207,205680.66
2208,248804.42
2209,228108.9
2210,128467.02
2211,116747.62
2212,124174.52
2213,107227.36
2214,148508.78
2215,98503.64
2216,137471.61
2217,64363.973
2218,87742.08
2219,83935.34
2220,76101.8
2221,320936.4
2222,256522.98
2223,265575.72
2224,219636.02
2225,130469.164
2226,183224.19
2227,215683.36
2228,262757.97
2229,252480.4
2230,162667.36
2231,223883.45
2232,172459.84
2233,167374.25
2234,271772.38
2235,199507.89
2236,316304.84
2237,376372.94
2238,202653.72
2239,120007.28
2240,153943.0
2241,149769.0
2242,135613.17
2243,134223.89
2244,104236.305
2245,102930.82
2246,143251.39
2247,100983.82
2248,127591.766
2249,124671.19
2250,127784.086
2251,124992.9
2252,174844.42
2253,159616.69
2254,188319.12
2255,193787.06
2256,173622.97
2257,207601.28
2258,158093.92
2259,185831.45
2260,149707.97
2261,156613.4
2262,209484.4
2263,327029.53
2264,404175.38
2265,170881.17
2266,315692.22
2267,395529.44
2268,376278.16
2269,157254.62
2270,176646.39
2271,243379.92
2272,201637.08
2273,154860.02
2274,174424.17
2275,171883.22
2276,194095.66
2277,192623.64
2278,154171.86
2279,124400.4
2280,132080.7
2281,185914.31
2282,188638.72
2283,102787.16
2284,112515.96
2285,145576.38
2286,129220.97
2287,340632.28
2288,277720.25
2289,387802.75
2290,424147.22
2291,305417.75
2292,400595.12
2293,467355.72
2294,450939.28
2295,405284.03
2296,269699.06
2297,338806.47
2298,263613.16
2299,397398.28
2300,333802.12
2301,257285.31
2302,252659.02
2303,256814.0
2304,224582.4
2305,191624.12
2306,190397.0
2307,188626.38
2308,217317.53
2309,301133.16
2310,211209.03
2311,190998.16
2312,174864.84
2313,176657.53
2314,178715.1
2315,168379.86
2316,181513.78
2317,185175.55
2318,176395.61
2319,177741.52
